Symbol,A005930,A000660,A068270,A005380,A005490,A035420,A051910,A105560,A012330,A055550,A015760,A051900,A032830,A017670,A034730,A096770,A090430,A006400,A033780,A066570,A000270,A003550,A010950,A086790,A000810,A011170,A009150,A000030
2011-06-02,17880,27650,34598,237500,436000,300920,517000,52100,359000,48900,28600,449500,90800,159500,128000,228000,125132,174500,66200,94795,71000,86600,149000,38250,210500,389000,92700,15400
2011-06-03,17800,27850,35433,245000,431000,298569,519000,51800,370500,48900,28050,436500,90700,159000,140000,239000,127333,174500,64600,91473,73600,86000,154000,38200,217500,405500,93600,15400
2011-06-04,17800,27850,35433,245000,431000,298569,519000,51800,370500,48900,28050,436500,90700,159000,140000,239000,127333,174500,64600,91473,73600,86000,154000,38200,217500,405500,93600,15400
2011-06-05,17800,27850,35433,245000,431000,298569,519000,51800,370500,48900,28050,436500,90700,159000,140000,239000,127333,174500,64600,91473,73600,86000,154000,38200,217500,405500,93600,15400
2011-06-06,17800,27850,35433,245000,431000,298569,519000,51800,370500,48900,28050,436500,90700,159000,140000,239000,127333,174500,64600,91473,73600,86000,154000,38200,217500,405500,93600,15400
2011-06-07,17520,27300,37153,240500,431000,297785,492000,53400,376500,50700,28250,456000,92000,158500,131500,229000,124732,162000,66400,89518,73000,81000,143000,38700,224500,388000,92000,15400
2011-06-08,17700,28900,35630,236500,437500,304838,498000,53400,360000,50500,28200,454500,92500,159500,135500,220000,121531,167000,65000,90593,72700,83500,140000,39250,228500,382000,92800,15400
2011-06-09,17540,29200,36465,228000,433000,308756,490500,53300,355000,51500,28150,435000,92000,157500,141500,227000,118931,162500,66700,88932,70600,82300,144500,39300,227000,372500,92100,15400
2011-06-10,17400,28600,36858,225500,440000,298569,502000,52400,352000,49500,28350,432000,93900,155500,141000,225500,118230,167500,65100,89811,71200,83100,145000,38300,222500,384000,94900,15400
2011-06-11,17400,28600,36858,225500,440000,298569,502000,52400,352000,49500,28350,432000,93900,155500,141000,225500,118230,167500,65100,89811,71200,83100,145000,38300,222500,384000,94900,15400
2011-06-12,17400,28600,36858,225500,440000,298569,502000,52400,352000,49500,28350,432000,93900,155500,141000,225500,118230,167500,65100,89811,71200,83100,145000,38300,222500,384000,94900,15400
2011-06-13,16880,26600,35482,223000,434000,296218,486000,51000,348500,48400,27950,417000,94000,151000,139500,217500,115830,157000,64800,83655,70000,78000,139500,37550,229000,372500,92500,15400
2011-06-14,17020,26250,36907,226500,437500,313458,489500,51700,361000,49900,27250,439000,93800,152500,143000,218500,117830,156000,64800,83850,70800,76800,143000,37500,237000,370000,92000,15400
2011-06-15,17320,26850,37596,238500,435500,314242,504000,52300,376000,50500,27050,448500,95000,152500,132500,231500,118130,164000,63500,81114,74000,78800,150000,38400,231000,386500,93300,15400
2011-06-16,17060,26650,37645,230000,426000,305622,494000,51100,373000,50300,27000,435000,92500,152500,131000,221500,122031,161000,62800,79843,71300,76600,147500,38150,235000,377000,93500,15400
2011-06-17,17020,26400,39709,230000,425000,302487,493500,50200,376500,49300,27150,440000,90500,152000,139500,221500,119031,165500,62100,80332,71000,76900,147500,36100,239500,373000,94900,15400
2011-06-18,17020,26400,39709,230000,425000,302487,493500,50200,376500,49300,27150,440000,90500,152000,139500,221500,119031,165500,62100,80332,71000,76900,147500,36100,239500,373000,94900,15400
2011-06-19,17020,26400,39709,230000,425000,302487,493500,50200,376500,49300,27150,440000,90500,152000,139500,221500,119031,165500,62100,80332,71000,76900,147500,36100,239500,373000,94900,15400
2011-06-20,16260,24800,39807,228000,419500,301704,478500,48500,378500,48600,27750,450000,91700,153500,138000,218000,119331,161000,63700,77986,69600,74000,149000,35150,230500,360000,91600,15400
2011-06-21,16000,25550,39807,233000,424000,310324,454500,48850,383500,48800,27550,433000,92500,154500,139000,212000,116130,163500,64400,77498,69300,73400,145000,35650,234000,363000,87700,15400
2011-06-22,16480,26600,40102,234000,439000,312675,470500,51000,384000,51000,27700,442000,94000,156500,136000,211000,120031,163500,65500,81114,69700,76700,142500,37000,233000,368500,89600,15400
2011-06-23,16500,26200,39660,229000,439000,307973,470500,49900,366500,49500,27100,434000,94500,158000,137000,212500,119131,163500,64900,78768,68800,77900,143000,36000,237000,369000,89700,15400
2011-06-24,16420,26400,39610,223500,437000,299353,471000,49700,366500,51000,27850,431000,97200,158000,139000,199500,119031,166000,64500,79355,68000,78000,133500,36200,243000,363000,90500,15400
2011-06-25,16420,26400,39610,223500,437000,299353,471000,49700,366500,51000,27850,431000,97200,158000,139000,199500,119031,166000,64500,79355,68000,78000,133500,36200,243000,363000,90500,15400
2011-06-26,16420,26400,39610,223500,437000,299353,471000,49700,366500,51000,27850,431000,97200,158000,139000,199500,119031,166000,64500,79355,68000,78000,133500,36200,243000,363000,90500,15400
2011-06-27,16940,27350,41625,231500,453500,301704,479000,50600,373500,51100,28500,449500,96800,160000,135000,194500,117330,169500,65600,81309,70100,78000,134000,35800,239500,368000,94800,15400
2011-06-28,16800,26700,41380,236000,455000,299353,477500,50900,378000,51400,28600,449000,97500,158000,129500,198500,116130,172000,65800,81602,71300,80800,135500,36600,239500,376000,94900,15400
2011-06-29,16960,25750,41625,236000,465000,301704,481500,51400,382500,52000,28700,450000,94000,160000,131000,202000,116530,168500,65800,81602,71100,80600,138000,36850,234500,386000,93800,15400
2011-06-30,16660,25250,43149,239000,457000,299353,485500,51000,394000,51500,28650,454500,93900,159500,133000,205000,117030,165500,65200,81407,72200,79900,142500,37400,234500,394500,92400,15400
2011-07-01,16860,25600,43542,240000,464000,300920,496500,51400,404500,51700,28350,462000,96000,162000,131500,202500,119831,165500,66500,82189,73200,81400,139000,37400,245000,403000,93500,15400
2011-07-02,16860,25600,43542,240000,464000,300920,496500,51400,404500,51700,28350,462000,96000,162000,131500,202500,119831,165500,66500,82189,73200,81400,139000,37400,245000,403000,93500,15400
2011-07-03,16860,25600,43542,240000,464000,300920,496500,51400,404500,51700,28350,462000,96000,162000,131500,202500,119831,165500,66500,82189,73200,81400,139000,37400,245000,403000,93500,15400
2011-07-04,17400,27300,42608,243500,460000,298569,503000,51500,406000,51900,28000,451500,95700,161500,133000,210000,120731,170500,67600,84143,75400,83500,143000,38150,250000,411000,95600,15400
2011-07-05,17600,27400,41576,245000,458500,294651,499000,52300,410000,51700,28100,445000,95400,160000,129500,208000,120031,171000,68400,83850,75500,84800,144000,38300,244000,417000,98700,15400
2011-07-06,17860,27700,41232,243500,461500,297785,494000,52100,406500,51900,28350,457000,96100,161000,131000,210500,124432,173500,68400,82482,75200,82600,146000,38500,248000,412000,100000,15400
2011-07-07,17960,27100,41330,247000,459500,297002,487500,53800,400000,52000,28400,471000,97500,153000,119500,200000,122532,174000,69600,81602,76100,82100,149000,38350,249500,416500,101000,15400
2011-07-08,17600,26900,42559,250500,464500,301704,509000,54100,416500,51600,28400,486500,98400,151500,125000,214000,122632,173500,68300,81993,77400,82400,152000,39500,247500,432000,98800,15400
2011-07-09,17600,26900,42559,250500,464500,301704,509000,54100,416500,51600,28400,486500,98400,151500,125000,214000,122632,173500,68300,81993,77400,82400,152000,39500,247500,432000,98800,15400
2011-07-10,17600,26900,42559,250500,464500,301704,509000,54100,416500,51600,28400,486500,98400,151500,125000,214000,122632,173500,68300,81993,77400,82400,152000,39500,247500,432000,98800,15400
2011-07-11,17600,26650,42264,247000,473000,301704,508000,53500,416000,50600,27950,480000,96800,145500,127000,214000,122432,171500,69500,81016,76500,81800,153000,39000,247500,429000,97200,15400
2011-07-12,17200,25850,41920,235000,460000,296218,491000,53500,399000,49500,28200,485000,97000,142000,128500,207000,122532,166000,67500,78964,73300,80200,144000,36850,242000,408500,95700,15400
2011-07-13,16960,25250,43542,233000,460000,292300,480500,53000,391500,49250,27900,475000,96700,142000,132000,214000,121631,165500,68000,78768,72500,77200,147500,36800,239500,412000,93200,15400
2011-07-14,16700,24500,44230,237500,461000,294651,486000,53300,395500,50300,27600,470000,95700,140500,137500,216000,121131,165000,68000,78377,74100,76000,151000,37000,247000,418500,91100,15400
2011-07-15,16600,23600,45459,238500,458000,289165,483500,52900,395500,50000,27500,471000,94600,140500,138000,218500,119331,166000,67600,77889,75400,77600,153500,37150,246000,433000,90600,15400
2011-07-16,16600,23600,45459,238500,458000,289165,483500,52900,395500,50000,27500,471000,94600,140500,138000,218500,119331,166000,67600,77889,75400,77600,153500,37150,246000,433000,90600,15400
2011-07-17,16600,23600,45459,238500,458000,289165,483500,52900,395500,50000,27500,471000,94600,140500,138000,218500,119331,166000,67600,77889,75400,77600,153500,37150,246000,433000,90600,15400
2011-07-18,16560,23650,45409,240000,456000,297002,490000,52200,395000,51200,27500,475000,98500,143000,135500,222000,118430,168500,68100,80332,75500,79200,153000,36950,244000,442500,92500,15400
2011-07-19,16120,22950,45360,235000,443000,307189,494000,51300,394000,50700,26650,474500,98500,144000,140000,217000,119931,164000,67900,79550,74600,76900,145000,36400,237500,430000,90600,15400
2011-07-20,16800,24200,46589,237000,449000,316593,489500,52100,400500,51000,26800,471500,99000,145500,141500,209000,118030,167000,66500,81407,77000,80000,142500,37600,243000,424000,93000,15400
2011-07-21,16920,24500,47080,236500,458000,320511,471000,53600,396000,52900,26450,478500,98500,144500,145500,208500,120031,174000,67400,81895,76800,80700,140000,39000,241000,414500,93900,15400
2011-07-22,17000,24000,44574,234500,470500,328348,465000,55200,388500,53500,26400,479000,98400,144500,141500,209500,120431,176500,67400,83068,75800,80200,146500,40900,238500,416000,93300,15400
2011-07-23,17000,24000,44574,234500,470500,328348,465000,55200,388500,53500,26400,479000,98400,144500,141500,209500,120431,176500,67400,83068,75800,80200,146500,40900,238500,416000,93300,15400
2011-07-24,17000,24000,44574,234500,470500,328348,465000,55200,388500,53500,26400,479000,98400,144500,141500,209500,120431,176500,67400,83068,75800,80200,146500,40900,238500,416000,93300,15400
2011-07-25,17000,23650,47228,234500,469000,324429,461000,54100,388000,52700,26750,487000,98900,143500,143500,211500,119031,172500,68500,81114,77800,78000,151500,40000,235500,420000,91600,15400
2011-07-26,16860,24150,49341,235000,471500,322862,450000,53700,392500,51700,26700,491500,99200,144500,144000,209000,119531,169500,67800,80430,78800,78000,155000,40800,235500,416500,91000,15400
2011-07-27,16960,24300,48555,237000,471000,333833,467000,54200,395000,52800,26550,476500,100000,147500,142000,215000,118531,169500,68000,79941,78000,78400,157000,41050,234000,418500,89100,15400
2011-07-28,16560,23150,46442,238500,463500,336184,463000,53400,391000,51700,25700,463000,98600,149000,139500,218000,118330,166500,67100,80625,77700,79600,156500,40600,231500,430000,87700,15400
2011-07-29,16920,23900,47179,241000,463500,335400,471000,53600,391000,51500,25900,469000,99700,147000,139500,222000,118230,171000,67000,79648,78500,80000,157000,40500,239000,439500,87400,15400
2011-07-30,16920,23900,47179,241000,463500,335400,471000,53600,391000,51500,25900,469000,99700,147000,139500,222000,118230,171000,67000,79648,78500,80000,157000,40500,239000,439500,87400,15400
2011-07-31,16920,23900,47179,241000,463500,335400,471000,53600,391000,51500,25900,469000,99700,147000,139500,222000,118230,171000,67000,79648,78500,80000,157000,40500,239000,439500,87400,15400
2011-08-01,17100,24700,47277,237500,463000,329915,475500,53100,380000,50700,25700,477000,100500,148500,140500,220500,120031,173500,65300,79159,79000,79300,152000,41000,238000,439000,87200,15400
2011-08-02,17060,25100,47375,232000,468000,333833,482000,51900,375000,50800,25750,483000,100500,148500,144500,220500,119131,174000,66200,77986,80100,79900,154000,40500,236000,460000,87100,15400
2011-08-03,16800,25000,45704,219000,460500,330698,457000,49300,344000,49100,25350,484000,98000,143500,139500,211500,118430,167500,66300,76814,75400,74900,150000,39400,229000,443000,82900,15400
2011-08-04,16780,24800,47474,215500,455500,329915,448000,49050,350000,49950,25000,481000,98600,143500,139000,213500,114029,164500,66900,75739,76500,74500,154000,38800,225500,442500,80900,15400
2011-08-05,15840,22850,43444,199000,439000,322862,389000,46000,320000,47850,23850,456000,93200,140500,136000,184000,115730,152000,66400,66161,69000,64200,132000,37550,220000,387000,74200,15400
2011-08-06,15840,22850,43444,199000,439000,322862,389000,46000,320000,47850,23850,456000,93200,140500,136000,184000,115730,152000,66400,66161,69000,64200,132000,37550,220000,387000,74200,15400
2011-08-07,15840,22850,43444,199000,439000,322862,389000,46000,320000,47850,23850,456000,93200,140500,136000,184000,115730,152000,66400,66161,69000,64200,132000,37550,220000,387000,74200,15400
2011-08-08,15400,23200,43051,202000,440000,304055,399000,45700,330000,48000,23450,468000,93900,141000,136000,184000,113129,154000,65900,66259,72100,62700,127500,37250,220000,397000,73500,15400
2011-08-09,15000,21000,40298,195000,414000,294651,379000,41800,321000,43800,21800,472000,89000,133000,129500,173000,115330,142500,64000,62545,68400,59600,124500,34800,210000,380000,67800,15400
2011-08-10,15200,21550,42264,203000,420500,285247,414500,43600,345000,46450,21900,448500,87200,135000,133000,182500,106127,149000,64500,63230,73100,62600,133500,36700,208000,413500,70200,15400
2011-08-11,13760,19900,38431,185000,385500,278978,371000,38500,313500,41500,20000,440000,81300,129500,123500,154000,106027,138500,64100,58636,67100,58600,113000,32900,195000,360000,64000,15400
2011-08-12,14420,21200,44525,200000,398000,297785,397000,41150,334000,44000,20950,446000,86500,136500,131000,167500,111529,156000,66300,64989,70700,64800,122500,34400,201000,387500,71000,15400
2011-08-13,14420,21200,44525,200000,398000,297785,397000,41150,334000,44000,20950,446000,86500,136500,131000,167500,111529,156000,66300,64989,70700,64800,122500,34400,201000,387500,71000,15400
2011-08-14,14420,21200,44525,200000,398000,297785,397000,41150,334000,44000,20950,446000,86500,136500,131000,167500,111529,156000,66300,64989,70700,64800,122500,34400,201000,387500,71000,15400
2011-08-15,14420,21200,44525,200000,398000,297785,397000,41150,334000,44000,20950,446000,86500,136500,131000,167500,111529,156000,66300,64989,70700,64800,122500,34400,201000,387500,71000,15400
2011-08-16,14700,20400,45508,195500,400000,285247,374500,41950,328000,44250,21400,455000,86300,135500,133000,159000,114029,157000,66500,64011,68400,63400,116500,33800,214500,379000,69000,15400
2011-08-17,15020,20250,45016,202500,409000,278194,382500,43450,334000,46000,21100,466000,86400,140500,133000,163500,119231,157000,66300,63327,69600,63600,120500,33950,211500,388000,68500,15400
2011-08-18,14960,19450,45950,201500,408000,282896,383500,44500,342000,47000,21650,467500,89600,145500,141000,170500,119431,160500,65900,61177,69900,62100,123500,35000,220000,392000,70800,15400
2011-08-19,13760,16200,44083,181000,390000,295434,348500,41000,315500,44700,20300,485500,85500,153000,151000,154500,123232,150000,68700,53945,64500,53000,111500,33000,220000,365000,63300,15400
